Дата продажи,Регион,Тип светильника,Количество проданных единиц,Цена за единицу,Общая стоимость,Тип продажи,Оценка товара,Способ получения
2024-06-20,Московская область,торшеры,3,3354.14,10062.42,онлайн,4,курьер
2024-03-31,Московская область,настенные светильники,5,7481.31,37406.55,оффлайн,5,самовывоз
2024-06-15,Московская область,настенные светильники,7,3967.65,27773.55,онлайн,5,почта
2024-04-02,Москва,потолочные светильники,4,4665.32,18661.28,оффлайн,1,курьер
2024-12-10,Московская область,люстры,5,2799.2,13996.0,онлайн,4,курьер
2024-02-07,Московская область,торшеры,8,6031.32,48250.56,оффлайн,5,самовывоз
2024-07-03,Москва,настольные лампы,4,6747.22,26988.88,оффлайн,2,почта
2024-11-09,Москва,торшеры,7,9684.71,67792.97,оффлайн,4,самовывоз
2024-01-06,Москва,настенные светильники,4,5351.42,21405.68,онлайн,4,курьер
2024-07-19,Московская область,торшеры,9,1932.08,17388.72,онлайн,4,самовывоз
2024-05-31,Московская область,настольные лампы,2,8397.52,16795.04,онлайн,3,курьер
2024-06-24,Московская область,люстры,9,5087.8,45790.2,оффлайн,1,курьер
2024-12-22,Московская область,настенные светильники,2,3352.51,6705.02,онлайн,1,курьер
2024-11-27,Москва,люстры,4,5401.94,21607.76,онлайн,3,почта
2024-08-06,Московская область,люстры,7,6482.72,45379.04,онлайн,4,курьер
2024-01-15,Москва,потолочные светильники,10,4580.75,45807.5,онлайн,2,самовывоз
2024-05-22,Москва,торшеры,2,8095.27,16190.54,онлайн,3,курьер
2024-04-10,Московская область,настольные лампы,5,6871.66,34358.3,оффлайн,5,почта
2024-06-09,Московская область,торшеры,7,6076.54,42535.78,оффлайн,3,курьер
2024-11-12,Москва,настенные светильники,10,6106.6,61066.0,онлайн,3,самовывоз
2024-05-02,Московская область,настольные лампы,3,4046.41,12139.23,онлайн,5,курьер
2024-08-02,Москва,торшеры,7,4518.87,31632.09,оффлайн,5,почта
2024-11-26,Москва,торшеры,3,5151.6,15454.8,онлайн,2,курьер
2024-08-18,Москва,настенные светильники,1,5103.78,5103.78,онлайн,4,почта
2024-09-15,Московская область,потолочные светильники,8,4448.49,35587.92,оффлайн,4,самовывоз
2024-02-12,Москва,люстры,5,810.6,4053.0,онлайн,5,курьер
2024-03-27,Московская область,торшеры,8,5722.4,45779.2,онлайн,5,самовывоз
2024-05-17,Московская область,торшеры,1,7720.04,7720.04,оффлайн,5,самовывоз
2024-08-05,Москва,люстры,5,8810.69,44053.45,онлайн,4,курьер
2024-06-27,Москва,потолочные светильники,2,7868.5,15737.0,онлайн,2,почта
2024-10-28,Московская область,торшеры,7,2076.83,14537.81,онлайн,2,самовывоз
2024-01-31,Московская область,торшеры,5,6170.15,30850.75,онлайн,3,почта
2024-05-29,Московская область,торшеры,5,9547.77,47738.85,онлайн,2,курьер
2024-01-31,Московская область,люстры,3,2871.93,8615.79,оффлайн,2,почта
2024-07-20,Московская область,люстры,10,6507.82,65078.2,оффлайн,4,курьер
2024-02-08,Москва,потолочные светильники,9,7623.12,68608.08,оффлайн,4,курьер
2024-06-16,Москва,настольные лампы,8,6530.99,52247.92,оффлайн,1,почта
2024-07-22,Москва,потолочные светильники,4,5199.79,20799.16,оффлайн,3,курьер
2024-10-07,Москва,торшеры,8,7988.88,63911.04,онлайн,1,самовывоз
2024-11-16,Московская область,настольные лампы,2,9329.61,18659.22,онлайн,4,курьер
2024-01-01,Московская область,люстры,3,8880.4,26641.2,оффлайн,2,курьер
2024-02-17,Московская область,настенные светильники,2,4032.52,8065.04,онлайн,1,курьер
2024-11-16,Московская область,люстры,7,6727.11,47089.77,онлайн,1,самовывоз
2024-09-01,Москва,люстры,10,2648.81,26488.1,оффлайн,1,самовывоз
2024-12-22,Московская область,настольные лампы,7,7093.29,49653.03,оффлайн,1,самовывоз
2024-07-15,Москва,настольные лампы,2,3476.84,6953.68,оффлайн,2,курьер
2024-03-09,Москва,настольные лампы,9,5851.27,52661.43,онлайн,4,курьер
2024-04-19,Москва,потолочные светильники,10,7022.38,70223.8,онлайн,1,самовывоз
2024-03-12,Москва,торшеры,7,3839.59,26877.13,оффлайн,3,самовывоз
2024-05-06,Московская область,настольные лампы,4,5757.27,23029.08,оффлайн,1,почта
2024-06-03,Москва,торшеры,10,5340.46,53404.6,оффлайн,3,почта
2024-01-28,Москва,потолочные светильники,7,1571.06,10997.42,оффлайн,5,самовывоз
2024-09-27,Москва,настенные светильники,6,1753.84,10523.04,оффлайн,3,почта
2024-12-15,Москва,потолочные светильники,2,658.55,1317.1,онлайн,1,курьер
2024-04-20,Москва,настольные лампы,7,5312.8,37189.6,оффлайн,4,почта
2024-07-24,Москва,торшеры,9,6352.45,57172.05,оффлайн,1,курьер
2024-02-10,Москва,люстры,9,3604.13,32437.17,онлайн,3,почта
2024-08-11,Москва,настольные лампы,4,1319.02,5276.08,оффлайн,1,курьер
2024-11-09,Москва,настенные светильники,3,1634.71,4904.13,онлайн,1,самовывоз
2024-09-11,Московская область,торшеры,9,7938.38,71445.42,оффлайн,2,курьер
2024-03-05,Московская область,настольные лампы,1,3682.6,3682.6,оффлайн,3,почта
